surface,item_type,id,title,original_source_meaning,base_meaning_rewrite,observable_experience,shadow_pattern,best_move,business_lens,voice_notes,source_file
You,points/transits/house,lilith-house-9,Lilith in the house-9 House,"tldr: Black Moon Lilith transiting the 9th house: autonomy and the disowned self activate through belief, study, travel, law, publishing, and spiritual perspective. body: Black Moon Lilith moving through the 9th house can activate the disowned, uncompromising self through belief, study, travel, law, publishing, and spiritual perspective. For roughly nine months, this transit may expose where shame, control, compliance, or refusal has gathered in this part of life. You refuse imposed belief; raw truth-seeking that will not accept a borrowed worldview. Rejects imposed belief and conventional study in favor of instinctive knowing. Periodic, sweeping rethinks of worldview and values are part of the pattern. shadow: Zealotry, or rejecting all meaning to stay free. voiceNeutral: true","Lilith is moving through the life area of house house-9. Frame this as a chapter or emphasis, not a one-day event.","Matters connected to house house-9 may become more visible, active, pressured, or available for adjustment.",letting the pattern run unconsciously,Choose one concrete next step.,"Translate this into a practical focus area: one decision, boundary, conversation, or plan connected to house house-9.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/points/transits/house/lilith-house-9.json
Knowledge,transits/house,jupiter-1,Jupiter in the 1st House,"tldr: Jupiter expands and opens the field of self. body: For a long season, work tied to the self, body, and personal initiative is where growth and expansion shows up. Frame it as a chapter, not a day. shadow: Excess and overreach spilling into self. source.title: full knowledge-base import voiceNeutral: true","Growth, belief, opportunity, and expansion is moving through the life area of self, body, identity, and first response. Frame this as a chapter or emphasis, not a one-day event.","Matters connected to self, body, identity, and first response may become more visible, active, pressured, or available for adjustment.","overpromising, overreaching, or mistaking optimism for evidence",Test the opportunity against reality before expanding it.,"Translate this into a practical focus area: one decision, boundary, conversation, or plan connected to self, body, identity, and first response.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/house/jupiter-1.json
Knowledge,transits/house,jupiter-10,Jupiter in the 10th House,"tldr: Jupiter expands and opens the field of career. body: For a long season, work tied to career, reputation, and public standing is where growth and expansion shows up. Frame it as a chapter, not a day. shadow: Excess and overreach spilling into career. source.title: full knowledge-base import voiceNeutral: true","Growth, belief, opportunity, and expansion is moving through the life area of career, reputation, authority, public role, and contribution. Frame this as a chapter or emphasis, not a one-day event.","Matters connected to career, reputation, authority, public role, and contribution may become more visible, active, pressured, or available for adjustment.","overpromising, overreaching, or mistaking optimism for evidence",Test the opportunity against reality before expanding it.,"Translate this into a practical focus area: one decision, boundary, conversation, or plan connected to career, reputation, authority, public role, and contribution.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/house/jupiter-10.json
Knowledge,transits/house,jupiter-11,Jupiter in the 11th House,"tldr: Jupiter expands and opens the field of community. body: For a long season, work tied to friends, allies, groups, and long-range goals is where growth and expansion shows up. Frame it as a chapter, not a day. shadow: Excess and overreach spilling into community. source.title: full knowledge-base import voiceNeutral: true","Growth, belief, opportunity, and expansion is moving through the life area of friendship, groups, community, hopes, allies, and future plans. Frame this as a chapter or emphasis, not a one-day event.","Matters connected to friendship, groups, community, hopes, allies, and future plans may become more visible, active, pressured, or available for adjustment.","overpromising, overreaching, or mistaking optimism for evidence",Test the opportunity against reality before expanding it.,"Translate this into a practical focus area: one decision, boundary, conversation, or plan connected to friendship, groups, community, hopes, allies, and future plans.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/house/jupiter-11.json
Knowledge,transits/house,jupiter-12,Jupiter in the 12th House,"tldr: Jupiter expands and opens the field of the hidden. body: For a long season, work tied to solitude, the hidden, loss, and the inner life is where growth and expansion shows up. Frame it as a chapter, not a day. shadow: Excess and overreach spilling into the hidden. source.title: full knowledge-base import voiceNeutral: true","Growth, belief, opportunity, and expansion is moving through the life area of solitude, the unconscious, hidden things, retreat, isolation, and release. Frame this as a chapter or emphasis, not a one-day event.","Matters connected to solitude, the unconscious, hidden things, retreat, isolation, and release may become more visible, active, pressured, or available for adjustment.","overpromising, overreaching, or mistaking optimism for evidence",Test the opportunity against reality before expanding it.,"Translate this into a practical focus area: one decision, boundary, conversation, or plan connected to solitude, the unconscious, hidden things, retreat, isolation, and release.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/house/jupiter-12.json
Knowledge,transits/house,jupiter-2,Jupiter in the 2nd House,"tldr: Jupiter expands and opens the field of resources. body: For a long season, work tied to money, resources, and what you value is where growth and expansion shows up. Frame it as a chapter, not a day. shadow: Excess and overreach spilling into resources. source.title: full knowledge-base import voiceNeutral: true","Growth, belief, opportunity, and expansion is moving through the life area of money, resources, possessions, and values. Frame this as a chapter or emphasis, not a one-day event.","Matters connected to money, resources, possessions, and values may become more visible, active, pressured, or available for adjustment.","overpromising, overreaching, or mistaking optimism for evidence",Test the opportunity against reality before expanding it.,"Translate this into a practical focus area: one decision, boundary, conversation, or plan connected to money, resources, possessions, and values.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/house/jupiter-2.json
Knowledge,transits/house,jupiter-3,Jupiter in the 3rd House,"tldr: Jupiter expands and opens the field of communication. body: For a long season, work tied to communication, learning, and the local is where growth and expansion shows up. Frame it as a chapter, not a day. shadow: Excess and overreach spilling into communication. source.title: full knowledge-base import voiceNeutral: true","Growth, belief, opportunity, and expansion is moving through the life area of communication, siblings, local life, daily movement, and immediate environment. Frame this as a chapter or emphasis, not a one-day event.","Matters connected to communication, siblings, local life, daily movement, and immediate environment may become more visible, active, pressured, or available for adjustment.","overpromising, overreaching, or mistaking optimism for evidence",Test the opportunity against reality before expanding it.,"Translate this into a practical focus area: one decision, boundary, conversation, or plan connected to communication, siblings, local life, daily movement, and immediate environment.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/house/jupiter-3.json
Knowledge,transits/house,jupiter-4,Jupiter in the 4th House,"tldr: Jupiter expands and opens the field of home. body: For a long season, work tied to home, family, and foundations is where growth and expansion shows up. Frame it as a chapter, not a day. shadow: Excess and overreach spilling into home. source.title: full knowledge-base import voiceNeutral: true","Growth, belief, opportunity, and expansion is moving through the life area of home, family, roots, privacy, and emotional foundation. Frame this as a chapter or emphasis, not a one-day event.","Matters connected to home, family, roots, privacy, and emotional foundation may become more visible, active, pressured, or available for adjustment.","overpromising, overreaching, or mistaking optimism for evidence",Test the opportunity against reality before expanding it.,"Translate this into a practical focus area: one decision, boundary, conversation, or plan connected to home, family, roots, privacy, and emotional foundation.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/house/jupiter-4.json
Knowledge,transits/house,jupiter-5,Jupiter in the 5th House,"tldr: Jupiter expands and opens the field of creativity. body: For a long season, work tied to creativity, romance, children, and play is where growth and expansion shows up. Frame it as a chapter, not a day. shadow: Excess and overreach spilling into creativity. source.title: full knowledge-base import voiceNeutral: true","Growth, belief, opportunity, and expansion is moving through the life area of creativity, romance, play, joy, and self-expression. Frame this as a chapter or emphasis, not a one-day event.","Matters connected to creativity, romance, play, joy, and self-expression may become more visible, active, pressured, or available for adjustment.","overpromising, overreaching, or mistaking optimism for evidence",Test the opportunity against reality before expanding it.,"Translate this into a practical focus area: one decision, boundary, conversation, or plan connected to creativity, romance, play, joy, and self-expression.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/house/jupiter-5.json
Knowledge,transits/house,jupiter-6,Jupiter in the 6th House,"tldr: Jupiter expands and opens the field of work and health. body: For a long season, work tied to work, routine, health, and service is where growth and expansion shows up. Frame it as a chapter, not a day. shadow: Excess and overreach spilling into work and health. source.title: full knowledge-base import voiceNeutral: true","Growth, belief, opportunity, and expansion is moving through the life area of work, routine, service, maintenance, health, and daily obligations. Frame this as a chapter or emphasis, not a one-day event.","Matters connected to work, routine, service, maintenance, health, and daily obligations may become more visible, active, pressured, or available for adjustment.","overpromising, overreaching, or mistaking optimism for evidence",Test the opportunity against reality before expanding it.,"Translate this into a practical focus area: one decision, boundary, conversation, or plan connected to work, routine, service, maintenance, health, and daily obligations.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/house/jupiter-6.json
Knowledge,transits/house,jupiter-7,Jupiter in the 7th House,"tldr: Jupiter expands and opens the field of partnership. body: For a long season, work tied to partners, clients, and one-to-one dealings is where growth and expansion shows up. Frame it as a chapter, not a day. shadow: Excess and overreach spilling into partnership. source.title: full knowledge-base import voiceNeutral: true","Growth, belief, opportunity, and expansion is moving through the life area of partnership, collaboration, one-to-one bonds, and open others. Frame this as a chapter or emphasis, not a one-day event.","Matters connected to partnership, collaboration, one-to-one bonds, and open others may become more visible, active, pressured, or available for adjustment.","overpromising, overreaching, or mistaking optimism for evidence",Test the opportunity against reality before expanding it.,"Translate this into a practical focus area: one decision, boundary, conversation, or plan connected to partnership, collaboration, one-to-one bonds, and open others.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/house/jupiter-7.json
Knowledge,transits/house,jupiter-8,Jupiter in the 8th House,"tldr: Jupiter expands and opens the field of shared resources. body: For a long season, work tied to shared resources, intimacy, debt, and transformation is where growth and expansion shows up. Frame it as a chapter, not a day. shadow: Excess and overreach spilling into shared resources. source.title: full knowledge-base import voiceNeutral: true","Growth, belief, opportunity, and expansion is moving through the life area of shared resources, intimacy, trust, debt, inheritance, and transformation. Frame this as a chapter or emphasis, not a one-day event.","Matters connected to shared resources, intimacy, trust, debt, inheritance, and transformation may become more visible, active, pressured, or available for adjustment.","overpromising, overreaching, or mistaking optimism for evidence",Test the opportunity against reality before expanding it.,"Translate this into a practical focus area: one decision, boundary, conversation, or plan connected to shared resources, intimacy, trust, debt, inheritance, and transformation.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/house/jupiter-8.json
Knowledge,transits/house,jupiter-9,Jupiter in the 9th House,"tldr: Jupiter expands and opens the field of meaning. body: For a long season, work tied to travel, higher learning, belief, and the big picture is where growth and expansion shows up. Frame it as a chapter, not a day. shadow: Excess and overreach spilling into meaning. source.title: full knowledge-base import voiceNeutral: true","Growth, belief, opportunity, and expansion is moving through the life area of beliefs, higher learning, travel, philosophy, and meaning. Frame this as a chapter or emphasis, not a one-day event.","Matters connected to beliefs, higher learning, travel, philosophy, and meaning may become more visible, active, pressured, or available for adjustment.","overpromising, overreaching, or mistaking optimism for evidence",Test the opportunity against reality before expanding it.,"Translate this into a practical focus area: one decision, boundary, conversation, or plan connected to beliefs, higher learning, travel, philosophy, and meaning.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/house/jupiter-9.json
Knowledge,transits/house,mars-1,Mars in the 1st House,"tldr: Mars through the 1st house brings focus to self, body, identity, and first moves. body: Mars transiting the 1st house energizes self, body, identity, and first moves. For about six weeks, drive, heat, conflict, desire, and action move through this part of life, making it harder to ignore what needs attention here. This is an activation transit: it brings momentum and courage, but also heat that needs a clear outlet. shadow: Impulsiveness, conflict, burnout, or over-identifying with the moment. source.title: authorized project source material voiceNeutral: true","Action, heat, courage, friction, and desire is moving through the life area of self, body, identity, and first response. Frame this as a chapter or emphasis, not a one-day event.","Matters connected to self, body, identity, and first response may become more visible, active, pressured, or available for adjustment.",forcing movement before the situation is ready,Choose one action instead of forcing the whole outcome.,"Translate this into a practical focus area: one decision, boundary, conversation, or plan connected to self, body, identity, and first response.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/house/mars-1.json
Knowledge,transits/house,mars-10,Mars in the 10th House,"tldr: Mars through the 10th house brings focus to career, reputation, authority, and public contribution. body: Mars transiting the 10th house energizes career, reputation, authority, and public contribution. For about six weeks, drive, heat, conflict, desire, and action move through this part of life, making it harder to ignore what needs attention here. This is an activation transit: it brings momentum and courage, but also heat that needs a clear outlet. shadow: Impulsiveness, conflict, burnout, or measuring worth only by public success. source.title: authorized project source material voiceNeutral: true","Action, heat, courage, friction, and desire is moving through the life area of career, reputation, authority, public role, and contribution. Frame this as a chapter or emphasis, not a one-day event.","Matters connected to career, reputation, authority, public role, and contribution may become more visible, active, pressured, or available for adjustment.",forcing movement before the situation is ready,Choose one action instead of forcing the whole outcome.,"Translate this into a practical focus area: one decision, boundary, conversation, or plan connected to career, reputation, authority, public role, and contribution.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/house/mars-10.json
Knowledge,transits/house,mars-11,Mars in the 11th House,"tldr: Mars through the 11th house brings focus to friends, networks, community, hopes, and collective work. body: Mars transiting the 11th house energizes friends, networks, community, hopes, and collective work. For about six weeks, drive, heat, conflict, desire, and action move through this part of life, making it harder to ignore what needs attention here. This is an activation transit: it brings momentum and courage, but also heat that needs a clear outlet. shadow: Impulsiveness, conflict, burnout, or belonging without discernment. source.title: authorized project source material voiceNeutral: true","Action, heat, courage, friction, and desire is moving through the life area of friendship, groups, community, hopes, allies, and future plans. Frame this as a chapter or emphasis, not a one-day event.","Matters connected to friendship, groups, community, hopes, allies, and future plans may become more visible, active, pressured, or available for adjustment.",forcing movement before the situation is ready,Choose one action instead of forcing the whole outcome.,"Translate this into a practical focus area: one decision, boundary, conversation, or plan connected to friendship, groups, community, hopes, allies, and future plans.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/house/mars-11.json
Knowledge,transits/house,mars-12,Mars in the 12th House,"tldr: Mars through the 12th house brings focus to rest, solitude, endings, hidden patterns, dreams, and spiritual retreat. body: Mars transiting the 12th house energizes rest, solitude, endings, hidden patterns, dreams, and spiritual retreat. For about six weeks, drive, heat, conflict, desire, and action move through this part of life, making it harder to ignore what needs attention here. This is an activation transit: it brings momentum and courage, but also heat that needs a clear outlet. shadow: Impulsiveness, conflict, burnout, or escape, isolation, or avoiding what needs care. source.title: authorized project source material voiceNeutral: true","Action, heat, courage, friction, and desire is moving through the life area of solitude, the unconscious, hidden things, retreat, isolation, and release. Frame this as a chapter or emphasis, not a one-day event.","Matters connected to solitude, the unconscious, hidden things, retreat, isolation, and release may become more visible, active, pressured, or available for adjustment.",forcing movement before the situation is ready,Choose one action instead of forcing the whole outcome.,"Translate this into a practical focus area: one decision, boundary, conversation, or plan connected to solitude, the unconscious, hidden things, retreat, isolation, and release.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/house/mars-12.json
Knowledge,transits/house,mars-2,Mars in the 2nd House,"tldr: Mars through the 2nd house brings focus to money, resources, values, and self-worth. body: Mars transiting the 2nd house energizes money, resources, values, and self-worth. For about six weeks, drive, heat, conflict, desire, and action move through this part of life, making it harder to ignore what needs attention here. This is an activation transit: it brings momentum and courage, but also heat that needs a clear outlet. shadow: Impulsiveness, conflict, burnout, or equating worth with what is owned or earned. source.title: authorized project source material voiceNeutral: true","Action, heat, courage, friction, and desire is moving through the life area of money, resources, possessions, and values. Frame this as a chapter or emphasis, not a one-day event.","Matters connected to money, resources, possessions, and values may become more visible, active, pressured, or available for adjustment.",forcing movement before the situation is ready,Choose one action instead of forcing the whole outcome.,"Translate this into a practical focus area: one decision, boundary, conversation, or plan connected to money, resources, possessions, and values.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/house/mars-2.json
Knowledge,transits/house,mars-3,Mars in the 3rd House,"tldr: Mars through the 3rd house brings focus to communication, learning, siblings, neighbors, and daily movement. body: Mars transiting the 3rd house energizes communication, learning, siblings, neighbors, and daily movement. For about six weeks, drive, heat, conflict, desire, and action move through this part of life, making it harder to ignore what needs attention here. This is an activation transit: it brings momentum and courage, but also heat that needs a clear outlet. shadow: Impulsiveness, conflict, burnout, or scattered attention or reactive speech. source.title: authorized project source material voiceNeutral: true","Action, heat, courage, friction, and desire is moving through the life area of communication, siblings, local life, daily movement, and immediate environment. Frame this as a chapter or emphasis, not a one-day event.","Matters connected to communication, siblings, local life, daily movement, and immediate environment may become more visible, active, pressured, or available for adjustment.",forcing movement before the situation is ready,Choose one action instead of forcing the whole outcome.,"Translate this into a practical focus area: one decision, boundary, conversation, or plan connected to communication, siblings, local life, daily movement, and immediate environment.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/house/mars-3.json
Knowledge,transits/house,mars-4,Mars in the 4th House,"tldr: Mars through the 4th house brings focus to home, family, roots, privacy, and emotional foundations. body: Mars transiting the 4th house energizes home, family, roots, privacy, and emotional foundations. For about six weeks, drive, heat, conflict, desire, and action move through this part of life, making it harder to ignore what needs attention here. This is an activation transit: it brings momentum and courage, but also heat that needs a clear outlet. shadow: Impulsiveness, conflict, burnout, or retreating into old patterns. source.title: authorized project source material voiceNeutral: true","Action, heat, courage, friction, and desire is moving through the life area of home, family, roots, privacy, and emotional foundation. Frame this as a chapter or emphasis, not a one-day event.","Matters connected to home, family, roots, privacy, and emotional foundation may become more visible, active, pressured, or available for adjustment.",forcing movement before the situation is ready,Choose one action instead of forcing the whole outcome.,"Translate this into a practical focus area: one decision, boundary, conversation, or plan connected to home, family, roots, privacy, and emotional foundation.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/house/mars-4.json
Knowledge,transits/house,mars-5,Mars in the 5th House,"tldr: Mars through the 5th house brings focus to creativity, pleasure, romance, children, and joy. body: Mars transiting the 5th house energizes creativity, pleasure, romance, children, and joy. For about six weeks, drive, heat, conflict, desire, and action move through this part of life, making it harder to ignore what needs attention here. This is an activation transit: it brings momentum and courage, but also heat that needs a clear outlet. shadow: Impulsiveness, conflict, burnout, or performing for validation. source.title: authorized project source material voiceNeutral: true","Action, heat, courage, friction, and desire is moving through the life area of creativity, romance, play, joy, and self-expression. Frame this as a chapter or emphasis, not a one-day event.","Matters connected to creativity, romance, play, joy, and self-expression may become more visible, active, pressured, or available for adjustment.",forcing movement before the situation is ready,Choose one action instead of forcing the whole outcome.,"Translate this into a practical focus area: one decision, boundary, conversation, or plan connected to creativity, romance, play, joy, and self-expression.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/house/mars-5.json
Knowledge,transits/house,mars-6,Mars in the 6th House,"tldr: Mars through the 6th house brings focus to work routines, health, service, labor, and maintenance. body: Mars transiting the 6th house energizes work routines, health, service, labor, and maintenance. For about six weeks, drive, heat, conflict, desire, and action move through this part of life, making it harder to ignore what needs attention here. This is an activation transit: it brings momentum and courage, but also heat that needs a clear outlet. shadow: Impulsiveness, conflict, burnout, or overwork or neglecting the body. source.title: authorized project source material voiceNeutral: true","Action, heat, courage, friction, and desire is moving through the life area of work, routine, service, maintenance, health, and daily obligations. Frame this as a chapter or emphasis, not a one-day event.","Matters connected to work, routine, service, maintenance, health, and daily obligations may become more visible, active, pressured, or available for adjustment.",forcing movement before the situation is ready,Choose one action instead of forcing the whole outcome.,"Translate this into a practical focus area: one decision, boundary, conversation, or plan connected to work, routine, service, maintenance, health, and daily obligations.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/house/mars-6.json
Knowledge,transits/house,mars-7,Mars in the 7th House,"tldr: Mars through the 7th house brings focus to partnerships, clients, contracts, and direct others. body: Mars transiting the 7th house energizes partnerships, clients, contracts, and direct others. For about six weeks, drive, heat, conflict, desire, and action move through this part of life, making it harder to ignore what needs attention here. This is an activation transit: it brings momentum and courage, but also heat that needs a clear outlet. shadow: Impulsiveness, conflict, burnout, or handing your agency to someone else. source.title: authorized project source material voiceNeutral: true","Action, heat, courage, friction, and desire is moving through the life area of partnership, collaboration, one-to-one bonds, and open others. Frame this as a chapter or emphasis, not a one-day event.","Matters connected to partnership, collaboration, one-to-one bonds, and open others may become more visible, active, pressured, or available for adjustment.",forcing movement before the situation is ready,Choose one action instead of forcing the whole outcome.,"Translate this into a practical focus area: one decision, boundary, conversation, or plan connected to partnership, collaboration, one-to-one bonds, and open others.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/house/mars-7.json
Knowledge,transits/house,mars-8,Mars in the 8th House,"tldr: Mars through the 8th house brings focus to shared resources, debt, intimacy, grief, and entanglement. body: Mars transiting the 8th house energizes shared resources, debt, intimacy, grief, and entanglement. For about six weeks, drive, heat, conflict, desire, and action move through this part of life, making it harder to ignore what needs attention here. This is an activation transit: it brings momentum and courage, but also heat that needs a clear outlet. shadow: Impulsiveness, conflict, burnout, or control, avoidance, or crisis attachment. source.title: authorized project source material voiceNeutral: true","Action, heat, courage, friction, and desire is moving through the life area of shared resources, intimacy, trust, debt, inheritance, and transformation. Frame this as a chapter or emphasis, not a one-day event.","Matters connected to shared resources, intimacy, trust, debt, inheritance, and transformation may become more visible, active, pressured, or available for adjustment.",forcing movement before the situation is ready,Choose one action instead of forcing the whole outcome.,"Translate this into a practical focus area: one decision, boundary, conversation, or plan connected to shared resources, intimacy, trust, debt, inheritance, and transformation.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/house/mars-8.json
Knowledge,transits/house,mars-9,Mars in the 9th House,"tldr: Mars through the 9th house brings focus to travel, study, belief, publishing, law, and spiritual perspective. body: Mars transiting the 9th house energizes travel, study, belief, publishing, law, and spiritual perspective. For about six weeks, drive, heat, conflict, desire, and action move through this part of life, making it harder to ignore what needs attention here. This is an activation transit: it brings momentum and courage, but also heat that needs a clear outlet. shadow: Impulsiveness, conflict, burnout, or using certainty to avoid humility. source.title: authorized project source material voiceNeutral: true","Action, heat, courage, friction, and desire is moving through the life area of beliefs, higher learning, travel, philosophy, and meaning. Frame this as a chapter or emphasis, not a one-day event.","Matters connected to beliefs, higher learning, travel, philosophy, and meaning may become more visible, active, pressured, or available for adjustment.",forcing movement before the situation is ready,Choose one action instead of forcing the whole outcome.,"Translate this into a practical focus area: one decision, boundary, conversation, or plan connected to beliefs, higher learning, travel, philosophy, and meaning.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/house/mars-9.json
Knowledge,transits/house,mercury-1,Mercury in the 1st House,"tldr: Mercury through the 1st house brings focus to self, body, identity, and first moves. body: Mercury transiting the 1st house activates self, body, identity, and first moves. For a few weeks, thought, conversation, planning, and messages move through this part of life, making it harder to ignore what needs attention here. This is a thinking transit: it favors planning, conversations, edits, decisions, and information-gathering around the house topic. shadow: Overthinking, mixed messages, or over-identifying with the moment. source.title: authorized project source material voiceNeutral: true","Language, information, decisions, and nervous energy is moving through the life area of self, body, identity, and first response. Frame this as a chapter or emphasis, not a one-day event.","Matters connected to self, body, identity, and first response may become more visible, active, pressured, or available for adjustment.","overthinking, assuming, or moving too quickly to verify",Clarify the facts before committing.,"Translate this into a practical focus area: one decision, boundary, conversation, or plan connected to self, body, identity, and first response.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/house/mercury-1.json
Knowledge,transits/house,mercury-10,Mercury in the 10th House,"tldr: Mercury through the 10th house brings focus to career, reputation, authority, and public contribution. body: Mercury transiting the 10th house activates career, reputation, authority, and public contribution. For a few weeks, thought, conversation, planning, and messages move through this part of life, making it harder to ignore what needs attention here. This is a thinking transit: it favors planning, conversations, edits, decisions, and information-gathering around the house topic. shadow: Overthinking, mixed messages, or measuring worth only by public success. source.title: authorized project source material voiceNeutral: true","Language, information, decisions, and nervous energy is moving through the life area of career, reputation, authority, public role, and contribution. Frame this as a chapter or emphasis, not a one-day event.","Matters connected to career, reputation, authority, public role, and contribution may become more visible, active, pressured, or available for adjustment.","overthinking, assuming, or moving too quickly to verify",Clarify the facts before committing.,"Translate this into a practical focus area: one decision, boundary, conversation, or plan connected to career, reputation, authority, public role, and contribution.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/house/mercury-10.json
Knowledge,transits/house,mercury-11,Mercury in the 11th House,"tldr: Mercury through the 11th house brings focus to friends, networks, community, hopes, and collective work. body: Mercury transiting the 11th house activates friends, networks, community, hopes, and collective work. For a few weeks, thought, conversation, planning, and messages move through this part of life, making it harder to ignore what needs attention here. This is a thinking transit: it favors planning, conversations, edits, decisions, and information-gathering around the house topic. shadow: Overthinking, mixed messages, or belonging without discernment. source.title: authorized project source material voiceNeutral: true","Language, information, decisions, and nervous energy is moving through the life area of friendship, groups, community, hopes, allies, and future plans. Frame this as a chapter or emphasis, not a one-day event.","Matters connected to friendship, groups, community, hopes, allies, and future plans may become more visible, active, pressured, or available for adjustment.","overthinking, assuming, or moving too quickly to verify",Clarify the facts before committing.,"Translate this into a practical focus area: one decision, boundary, conversation, or plan connected to friendship, groups, community, hopes, allies, and future plans.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/house/mercury-11.json
Knowledge,transits/house,mercury-12,Mercury in the 12th House,"tldr: Mercury through the 12th house brings focus to rest, solitude, endings, hidden patterns, dreams, and spiritual retreat. body: Mercury transiting the 12th house activates rest, solitude, endings, hidden patterns, dreams, and spiritual retreat. For a few weeks, thought, conversation, planning, and messages move through this part of life, making it harder to ignore what needs attention here. This is a thinking transit: it favors planning, conversations, edits, decisions, and information-gathering around the house topic. shadow: Overthinking, mixed messages, or escape, isolation, or avoiding what needs care. source.title: authorized project source material voiceNeutral: true","Language, information, decisions, and nervous energy is moving through the life area of solitude, the unconscious, hidden things, retreat, isolation, and release. Frame this as a chapter or emphasis, not a one-day event.","Matters connected to solitude, the unconscious, hidden things, retreat, isolation, and release may become more visible, active, pressured, or available for adjustment.","overthinking, assuming, or moving too quickly to verify",Clarify the facts before committing.,"Translate this into a practical focus area: one decision, boundary, conversation, or plan connected to solitude, the unconscious, hidden things, retreat, isolation, and release.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/house/mercury-12.json
Knowledge,transits/house,mercury-2,Mercury in the 2nd House,"tldr: Mercury through the 2nd house brings focus to money, resources, values, and self-worth. body: Mercury transiting the 2nd house activates money, resources, values, and self-worth. For a few weeks, thought, conversation, planning, and messages move through this part of life, making it harder to ignore what needs attention here. This is a thinking transit: it favors planning, conversations, edits, decisions, and information-gathering around the house topic. shadow: Overthinking, mixed messages, or equating worth with what is owned or earned. source.title: authorized project source material voiceNeutral: true","Language, information, decisions, and nervous energy is moving through the life area of money, resources, possessions, and values. Frame this as a chapter or emphasis, not a one-day event.","Matters connected to money, resources, possessions, and values may become more visible, active, pressured, or available for adjustment.","overthinking, assuming, or moving too quickly to verify",Clarify the facts before committing.,"Translate this into a practical focus area: one decision, boundary, conversation, or plan connected to money, resources, possessions, and values.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/house/mercury-2.json
Knowledge,transits/house,mercury-3,Mercury in the 3rd House,"tldr: Mercury through the 3rd house brings focus to communication, learning, siblings, neighbors, and daily movement. body: Mercury transiting the 3rd house activates communication, learning, siblings, neighbors, and daily movement. For a few weeks, thought, conversation, planning, and messages move through this part of life, making it harder to ignore what needs attention here. This is a thinking transit: it favors planning, conversations, edits, decisions, and information-gathering around the house topic. shadow: Overthinking, mixed messages, or scattered attention or reactive speech. source.title: authorized project source material voiceNeutral: true","Language, information, decisions, and nervous energy is moving through the life area of communication, siblings, local life, daily movement, and immediate environment. Frame this as a chapter or emphasis, not a one-day event.","Matters connected to communication, siblings, local life, daily movement, and immediate environment may become more visible, active, pressured, or available for adjustment.","overthinking, assuming, or moving too quickly to verify",Clarify the facts before committing.,"Translate this into a practical focus area: one decision, boundary, conversation, or plan connected to communication, siblings, local life, daily movement, and immediate environment.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/house/mercury-3.json
