surface,item_type,id,title,original_source_meaning,base_meaning_rewrite,observable_current_activation,pressure_point,best_move,reader_facing_summary,voice_notes,source_file
You,transits/natal,pluto_saturn_square,Transiting Pluto Square Natal Saturn,voiceNeutral: true,"A current movement of depth, power, pressure, release, and transformation contacts the natal pattern of structure, limits, responsibility, time, and consequence through a friction aspect.","This may temporarily bring structure, limits, responsibility, time, and consequence into focus through events, conversations, moods, decisions, or timing connected to depth, power, pressure, release, and transformation.",Forcing a decision just to end the discomfort.,Name what has become too intense to ignore.,"Something connected to structure, limits, responsibility, time, and consequence may be easier to notice now because depth, power, pressure, release, and transformation is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/pluto_saturn_square.json
You,transits/natal,pluto_saturn_trine,Transiting Pluto Trine Natal Saturn,voiceNeutral: true,"A current movement of depth, power, pressure, release, and transformation contacts the natal pattern of structure, limits, responsibility, time, and consequence through a flow aspect.","This may temporarily bring structure, limits, responsibility, time, and consequence into focus through events, conversations, moods, decisions, or timing connected to depth, power, pressure, release, and transformation.",Letting the ease pass unused because nothing feels urgent.,Name what has become too intense to ignore.,"Something connected to structure, limits, responsibility, time, and consequence may be easier to notice now because depth, power, pressure, release, and transformation is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/pluto_saturn_trine.json
You,transits/natal,pluto_sun_conjunction,Transiting Pluto Conjunction Natal Sun,voiceNeutral: true,"A current movement of depth, power, pressure, release, and transformation contacts the natal pattern of attention, vitality, visibility, and confidence through a fusion aspect.","This may temporarily bring attention, vitality, visibility, and confidence into focus through events, conversations, moods, decisions, or timing connected to depth, power, pressure, release, and transformation.",Acting from the intensity before identifying the separate parts.,Name what has become too intense to ignore.,"Something connected to attention, vitality, visibility, and confidence may be easier to notice now because depth, power, pressure, release, and transformation is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/pluto_sun_conjunction.json
You,transits/natal,pluto_sun_opposition,Transiting Pluto Opposition Natal Sun,voiceNeutral: true,"A current movement of depth, power, pressure, release, and transformation contacts the natal pattern of attention, vitality, visibility, and confidence through a polarity aspect.","This may temporarily bring attention, vitality, visibility, and confidence into focus through events, conversations, moods, decisions, or timing connected to depth, power, pressure, release, and transformation.",Turning tension into a standoff instead of a clearer understanding.,Name what has become too intense to ignore.,"Something connected to attention, vitality, visibility, and confidence may be easier to notice now because depth, power, pressure, release, and transformation is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/pluto_sun_opposition.json
You,transits/natal,pluto_sun_sextile,Transiting Pluto Sextile Natal Sun,voiceNeutral: true,"A current movement of depth, power, pressure, release, and transformation contacts the natal pattern of attention, vitality, visibility, and confidence through a opening aspect.","This may temporarily bring attention, vitality, visibility, and confidence into focus through events, conversations, moods, decisions, or timing connected to depth, power, pressure, release, and transformation.",Coasting on the good idea without turning it into anything concrete.,Name what has become too intense to ignore.,"Something connected to attention, vitality, visibility, and confidence may be easier to notice now because depth, power, pressure, release, and transformation is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/pluto_sun_sextile.json
You,transits/natal,pluto_sun_square,Transiting Pluto Square Natal Sun,voiceNeutral: true,"A current movement of depth, power, pressure, release, and transformation contacts the natal pattern of attention, vitality, visibility, and confidence through a friction aspect.","This may temporarily bring attention, vitality, visibility, and confidence into focus through events, conversations, moods, decisions, or timing connected to depth, power, pressure, release, and transformation.",Forcing a decision just to end the discomfort.,Name what has become too intense to ignore.,"Something connected to attention, vitality, visibility, and confidence may be easier to notice now because depth, power, pressure, release, and transformation is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/pluto_sun_square.json
You,transits/natal,pluto_sun_trine,Transiting Pluto Trine Natal Sun,voiceNeutral: true,"A current movement of depth, power, pressure, release, and transformation contacts the natal pattern of attention, vitality, visibility, and confidence through a flow aspect.","This may temporarily bring attention, vitality, visibility, and confidence into focus through events, conversations, moods, decisions, or timing connected to depth, power, pressure, release, and transformation.",Letting the ease pass unused because nothing feels urgent.,Name what has become too intense to ignore.,"Something connected to attention, vitality, visibility, and confidence may be easier to notice now because depth, power, pressure, release, and transformation is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/pluto_sun_trine.json
You,transits/natal,pluto_uranus_conjunction,Transiting Pluto Conjunction Natal Uranus,voiceNeutral: true,"A current movement of depth, power, pressure, release, and transformation contacts the natal pattern of change, disruption, freedom, and originality through a fusion aspect.","This may temporarily bring change, disruption, freedom, and originality into focus through events, conversations, moods, decisions, or timing connected to depth, power, pressure, release, and transformation.",Acting from the intensity before identifying the separate parts.,Name what has become too intense to ignore.,"Something connected to change, disruption, freedom, and originality may be easier to notice now because depth, power, pressure, release, and transformation is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/pluto_uranus_conjunction.json
You,transits/natal,pluto_uranus_opposition,Transiting Pluto Opposition Natal Uranus,voiceNeutral: true,"A current movement of depth, power, pressure, release, and transformation contacts the natal pattern of change, disruption, freedom, and originality through a polarity aspect.","This may temporarily bring change, disruption, freedom, and originality into focus through events, conversations, moods, decisions, or timing connected to depth, power, pressure, release, and transformation.",Turning tension into a standoff instead of a clearer understanding.,Name what has become too intense to ignore.,"Something connected to change, disruption, freedom, and originality may be easier to notice now because depth, power, pressure, release, and transformation is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/pluto_uranus_opposition.json
You,transits/natal,pluto_uranus_sextile,Transiting Pluto Sextile Natal Uranus,voiceNeutral: true,"A current movement of depth, power, pressure, release, and transformation contacts the natal pattern of change, disruption, freedom, and originality through a opening aspect.","This may temporarily bring change, disruption, freedom, and originality into focus through events, conversations, moods, decisions, or timing connected to depth, power, pressure, release, and transformation.",Coasting on the good idea without turning it into anything concrete.,Name what has become too intense to ignore.,"Something connected to change, disruption, freedom, and originality may be easier to notice now because depth, power, pressure, release, and transformation is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/pluto_uranus_sextile.json
You,transits/natal,pluto_uranus_square,Transiting Pluto Square Natal Uranus,voiceNeutral: true,"A current movement of depth, power, pressure, release, and transformation contacts the natal pattern of change, disruption, freedom, and originality through a friction aspect.","This may temporarily bring change, disruption, freedom, and originality into focus through events, conversations, moods, decisions, or timing connected to depth, power, pressure, release, and transformation.",Forcing a decision just to end the discomfort.,Name what has become too intense to ignore.,"Something connected to change, disruption, freedom, and originality may be easier to notice now because depth, power, pressure, release, and transformation is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/pluto_uranus_square.json
You,transits/natal,pluto_uranus_trine,Transiting Pluto Trine Natal Uranus,voiceNeutral: true,"A current movement of depth, power, pressure, release, and transformation contacts the natal pattern of change, disruption, freedom, and originality through a flow aspect.","This may temporarily bring change, disruption, freedom, and originality into focus through events, conversations, moods, decisions, or timing connected to depth, power, pressure, release, and transformation.",Letting the ease pass unused because nothing feels urgent.,Name what has become too intense to ignore.,"Something connected to change, disruption, freedom, and originality may be easier to notice now because depth, power, pressure, release, and transformation is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/pluto_uranus_trine.json
You,transits/natal,pluto_venus_conjunction,Transiting Pluto Conjunction Natal Venus,voiceNeutral: true,"A current movement of depth, power, pressure, release, and transformation contacts the natal pattern of connection, value, pleasure, attraction, and ease through a fusion aspect.","This may temporarily bring connection, value, pleasure, attraction, and ease into focus through events, conversations, moods, decisions, or timing connected to depth, power, pressure, release, and transformation.",Acting from the intensity before identifying the separate parts.,Name what has become too intense to ignore.,"Something connected to connection, value, pleasure, attraction, and ease may be easier to notice now because depth, power, pressure, release, and transformation is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/pluto_venus_conjunction.json
You,transits/natal,pluto_venus_opposition,Transiting Pluto Opposition Natal Venus,voiceNeutral: true,"A current movement of depth, power, pressure, release, and transformation contacts the natal pattern of connection, value, pleasure, attraction, and ease through a polarity aspect.","This may temporarily bring connection, value, pleasure, attraction, and ease into focus through events, conversations, moods, decisions, or timing connected to depth, power, pressure, release, and transformation.",Turning tension into a standoff instead of a clearer understanding.,Name what has become too intense to ignore.,"Something connected to connection, value, pleasure, attraction, and ease may be easier to notice now because depth, power, pressure, release, and transformation is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/pluto_venus_opposition.json
You,transits/natal,pluto_venus_sextile,Transiting Pluto Sextile Natal Venus,voiceNeutral: true,"A current movement of depth, power, pressure, release, and transformation contacts the natal pattern of connection, value, pleasure, attraction, and ease through a opening aspect.","This may temporarily bring connection, value, pleasure, attraction, and ease into focus through events, conversations, moods, decisions, or timing connected to depth, power, pressure, release, and transformation.",Coasting on the good idea without turning it into anything concrete.,Name what has become too intense to ignore.,"Something connected to connection, value, pleasure, attraction, and ease may be easier to notice now because depth, power, pressure, release, and transformation is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/pluto_venus_sextile.json
You,transits/natal,pluto_venus_square,Transiting Pluto Square Natal Venus,voiceNeutral: true,"A current movement of depth, power, pressure, release, and transformation contacts the natal pattern of connection, value, pleasure, attraction, and ease through a friction aspect.","This may temporarily bring connection, value, pleasure, attraction, and ease into focus through events, conversations, moods, decisions, or timing connected to depth, power, pressure, release, and transformation.",Forcing a decision just to end the discomfort.,Name what has become too intense to ignore.,"Something connected to connection, value, pleasure, attraction, and ease may be easier to notice now because depth, power, pressure, release, and transformation is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/pluto_venus_square.json
You,transits/natal,pluto_venus_trine,Transiting Pluto Trine Natal Venus,voiceNeutral: true,"A current movement of depth, power, pressure, release, and transformation contacts the natal pattern of connection, value, pleasure, attraction, and ease through a flow aspect.","This may temporarily bring connection, value, pleasure, attraction, and ease into focus through events, conversations, moods, decisions, or timing connected to depth, power, pressure, release, and transformation.",Letting the ease pass unused because nothing feels urgent.,Name what has become too intense to ignore.,"Something connected to connection, value, pleasure, attraction, and ease may be easier to notice now because depth, power, pressure, release, and transformation is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/pluto_venus_trine.json
You,transits/natal,saturn_ascendant_conjunction,Transiting Saturn Conjunction Natal Ascendant,voiceNeutral: true,"A current movement of structure, limits, responsibility, time, and consequence contacts the natal pattern of self-presentation, body, identity, and first response through a fusion aspect.","This may temporarily bring self-presentation, body, identity, and first response into focus through events, conversations, moods, decisions, or timing connected to structure, limits, responsibility, time, and consequence.",Acting from the intensity before identifying the separate parts.,Define the next responsibility and make it manageable.,"Something connected to self-presentation, body, identity, and first response may be easier to notice now because structure, limits, responsibility, time, and consequence is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/saturn_ascendant_conjunction.json
You,transits/natal,saturn_ascendant_opposition,Transiting Saturn Opposition Natal Ascendant,voiceNeutral: true,"A current movement of structure, limits, responsibility, time, and consequence contacts the natal pattern of self-presentation, body, identity, and first response through a polarity aspect.","This may temporarily bring self-presentation, body, identity, and first response into focus through events, conversations, moods, decisions, or timing connected to structure, limits, responsibility, time, and consequence.",Turning tension into a standoff instead of a clearer understanding.,Define the next responsibility and make it manageable.,"Something connected to self-presentation, body, identity, and first response may be easier to notice now because structure, limits, responsibility, time, and consequence is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/saturn_ascendant_opposition.json
You,transits/natal,saturn_ascendant_sextile,Transiting Saturn Sextile Natal Ascendant,voiceNeutral: true,"A current movement of structure, limits, responsibility, time, and consequence contacts the natal pattern of self-presentation, body, identity, and first response through a opening aspect.","This may temporarily bring self-presentation, body, identity, and first response into focus through events, conversations, moods, decisions, or timing connected to structure, limits, responsibility, time, and consequence.",Coasting on the good idea without turning it into anything concrete.,Define the next responsibility and make it manageable.,"Something connected to self-presentation, body, identity, and first response may be easier to notice now because structure, limits, responsibility, time, and consequence is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/saturn_ascendant_sextile.json
You,transits/natal,saturn_ascendant_square,Transiting Saturn Square Natal Ascendant,voiceNeutral: true,"A current movement of structure, limits, responsibility, time, and consequence contacts the natal pattern of self-presentation, body, identity, and first response through a friction aspect.","This may temporarily bring self-presentation, body, identity, and first response into focus through events, conversations, moods, decisions, or timing connected to structure, limits, responsibility, time, and consequence.",Forcing a decision just to end the discomfort.,Define the next responsibility and make it manageable.,"Something connected to self-presentation, body, identity, and first response may be easier to notice now because structure, limits, responsibility, time, and consequence is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/saturn_ascendant_square.json
You,transits/natal,saturn_ascendant_trine,Transiting Saturn Trine Natal Ascendant,voiceNeutral: true,"A current movement of structure, limits, responsibility, time, and consequence contacts the natal pattern of self-presentation, body, identity, and first response through a flow aspect.","This may temporarily bring self-presentation, body, identity, and first response into focus through events, conversations, moods, decisions, or timing connected to structure, limits, responsibility, time, and consequence.",Letting the ease pass unused because nothing feels urgent.,Define the next responsibility and make it manageable.,"Something connected to self-presentation, body, identity, and first response may be easier to notice now because structure, limits, responsibility, time, and consequence is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/saturn_ascendant_trine.json
You,transits/natal,saturn_jupiter_conjunction,Transiting Saturn Conjunction Natal Jupiter,voiceNeutral: true,"A current movement of structure, limits, responsibility, time, and consequence contacts the natal pattern of growth, belief, opportunity, and expansion through a fusion aspect.","This may temporarily bring growth, belief, opportunity, and expansion into focus through events, conversations, moods, decisions, or timing connected to structure, limits, responsibility, time, and consequence.",Acting from the intensity before identifying the separate parts.,Define the next responsibility and make it manageable.,"Something connected to growth, belief, opportunity, and expansion may be easier to notice now because structure, limits, responsibility, time, and consequence is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/saturn_jupiter_conjunction.json
You,transits/natal,saturn_jupiter_opposition,Transiting Saturn Opposition Natal Jupiter,voiceNeutral: true,"A current movement of structure, limits, responsibility, time, and consequence contacts the natal pattern of growth, belief, opportunity, and expansion through a polarity aspect.","This may temporarily bring growth, belief, opportunity, and expansion into focus through events, conversations, moods, decisions, or timing connected to structure, limits, responsibility, time, and consequence.",Turning tension into a standoff instead of a clearer understanding.,Define the next responsibility and make it manageable.,"Something connected to growth, belief, opportunity, and expansion may be easier to notice now because structure, limits, responsibility, time, and consequence is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/saturn_jupiter_opposition.json
You,transits/natal,saturn_jupiter_sextile,Transiting Saturn Sextile Natal Jupiter,voiceNeutral: true,"A current movement of structure, limits, responsibility, time, and consequence contacts the natal pattern of growth, belief, opportunity, and expansion through a opening aspect.","This may temporarily bring growth, belief, opportunity, and expansion into focus through events, conversations, moods, decisions, or timing connected to structure, limits, responsibility, time, and consequence.",Coasting on the good idea without turning it into anything concrete.,Define the next responsibility and make it manageable.,"Something connected to growth, belief, opportunity, and expansion may be easier to notice now because structure, limits, responsibility, time, and consequence is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/saturn_jupiter_sextile.json
You,transits/natal,saturn_jupiter_square,Transiting Saturn Square Natal Jupiter,voiceNeutral: true,"A current movement of structure, limits, responsibility, time, and consequence contacts the natal pattern of growth, belief, opportunity, and expansion through a friction aspect.","This may temporarily bring growth, belief, opportunity, and expansion into focus through events, conversations, moods, decisions, or timing connected to structure, limits, responsibility, time, and consequence.",Forcing a decision just to end the discomfort.,Define the next responsibility and make it manageable.,"Something connected to growth, belief, opportunity, and expansion may be easier to notice now because structure, limits, responsibility, time, and consequence is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/saturn_jupiter_square.json
You,transits/natal,saturn_jupiter_trine,Transiting Saturn Trine Natal Jupiter,voiceNeutral: true,"A current movement of structure, limits, responsibility, time, and consequence contacts the natal pattern of growth, belief, opportunity, and expansion through a flow aspect.","This may temporarily bring growth, belief, opportunity, and expansion into focus through events, conversations, moods, decisions, or timing connected to structure, limits, responsibility, time, and consequence.",Letting the ease pass unused because nothing feels urgent.,Define the next responsibility and make it manageable.,"Something connected to growth, belief, opportunity, and expansion may be easier to notice now because structure, limits, responsibility, time, and consequence is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/saturn_jupiter_trine.json
You,transits/natal,saturn_mars_conjunction,Transiting Saturn Conjunction Natal Mars,voiceNeutral: true,"A current movement of structure, limits, responsibility, time, and consequence contacts the natal pattern of action, heat, courage, friction, and desire through a fusion aspect.","This may temporarily bring action, heat, courage, friction, and desire into focus through events, conversations, moods, decisions, or timing connected to structure, limits, responsibility, time, and consequence.",Acting from the intensity before identifying the separate parts.,Define the next responsibility and make it manageable.,"Something connected to action, heat, courage, friction, and desire may be easier to notice now because structure, limits, responsibility, time, and consequence is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/saturn_mars_conjunction.json
You,transits/natal,saturn_mars_opposition,Transiting Saturn Opposition Natal Mars,voiceNeutral: true,"A current movement of structure, limits, responsibility, time, and consequence contacts the natal pattern of action, heat, courage, friction, and desire through a polarity aspect.","This may temporarily bring action, heat, courage, friction, and desire into focus through events, conversations, moods, decisions, or timing connected to structure, limits, responsibility, time, and consequence.",Turning tension into a standoff instead of a clearer understanding.,Define the next responsibility and make it manageable.,"Something connected to action, heat, courage, friction, and desire may be easier to notice now because structure, limits, responsibility, time, and consequence is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/saturn_mars_opposition.json
You,transits/natal,saturn_mars_sextile,Transiting Saturn Sextile Natal Mars,voiceNeutral: true,"A current movement of structure, limits, responsibility, time, and consequence contacts the natal pattern of action, heat, courage, friction, and desire through a opening aspect.","This may temporarily bring action, heat, courage, friction, and desire into focus through events, conversations, moods, decisions, or timing connected to structure, limits, responsibility, time, and consequence.",Coasting on the good idea without turning it into anything concrete.,Define the next responsibility and make it manageable.,"Something connected to action, heat, courage, friction, and desire may be easier to notice now because structure, limits, responsibility, time, and consequence is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/saturn_mars_sextile.json
You,transits/natal,saturn_mars_square,Transiting Saturn Square Natal Mars,voiceNeutral: true,"A current movement of structure, limits, responsibility, time, and consequence contacts the natal pattern of action, heat, courage, friction, and desire through a friction aspect.","This may temporarily bring action, heat, courage, friction, and desire into focus through events, conversations, moods, decisions, or timing connected to structure, limits, responsibility, time, and consequence.",Forcing a decision just to end the discomfort.,Define the next responsibility and make it manageable.,"Something connected to action, heat, courage, friction, and desire may be easier to notice now because structure, limits, responsibility, time, and consequence is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/saturn_mars_square.json
You,transits/natal,saturn_mars_trine,Transiting Saturn Trine Natal Mars,voiceNeutral: true,"A current movement of structure, limits, responsibility, time, and consequence contacts the natal pattern of action, heat, courage, friction, and desire through a flow aspect.","This may temporarily bring action, heat, courage, friction, and desire into focus through events, conversations, moods, decisions, or timing connected to structure, limits, responsibility, time, and consequence.",Letting the ease pass unused because nothing feels urgent.,Define the next responsibility and make it manageable.,"Something connected to action, heat, courage, friction, and desire may be easier to notice now because structure, limits, responsibility, time, and consequence is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/saturn_mars_trine.json
You,transits/natal,saturn_mercury_conjunction,Transiting Saturn Conjunction Natal Mercury,voiceNeutral: true,"A current movement of structure, limits, responsibility, time, and consequence contacts the natal pattern of language, information, decisions, and nervous energy through a fusion aspect.","This may temporarily bring language, information, decisions, and nervous energy into focus through events, conversations, moods, decisions, or timing connected to structure, limits, responsibility, time, and consequence.",Acting from the intensity before identifying the separate parts.,Define the next responsibility and make it manageable.,"Something connected to language, information, decisions, and nervous energy may be easier to notice now because structure, limits, responsibility, time, and consequence is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/saturn_mercury_conjunction.json
You,transits/natal,saturn_mercury_opposition,Transiting Saturn Opposition Natal Mercury,voiceNeutral: true,"A current movement of structure, limits, responsibility, time, and consequence contacts the natal pattern of language, information, decisions, and nervous energy through a polarity aspect.","This may temporarily bring language, information, decisions, and nervous energy into focus through events, conversations, moods, decisions, or timing connected to structure, limits, responsibility, time, and consequence.",Turning tension into a standoff instead of a clearer understanding.,Define the next responsibility and make it manageable.,"Something connected to language, information, decisions, and nervous energy may be easier to notice now because structure, limits, responsibility, time, and consequence is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/saturn_mercury_opposition.json
You,transits/natal,saturn_mercury_sextile,Transiting Saturn Sextile Natal Mercury,voiceNeutral: true,"A current movement of structure, limits, responsibility, time, and consequence contacts the natal pattern of language, information, decisions, and nervous energy through a opening aspect.","This may temporarily bring language, information, decisions, and nervous energy into focus through events, conversations, moods, decisions, or timing connected to structure, limits, responsibility, time, and consequence.",Coasting on the good idea without turning it into anything concrete.,Define the next responsibility and make it manageable.,"Something connected to language, information, decisions, and nervous energy may be easier to notice now because structure, limits, responsibility, time, and consequence is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/saturn_mercury_sextile.json
You,transits/natal,saturn_mercury_square,Transiting Saturn Square Natal Mercury,voiceNeutral: true,"A current movement of structure, limits, responsibility, time, and consequence contacts the natal pattern of language, information, decisions, and nervous energy through a friction aspect.","This may temporarily bring language, information, decisions, and nervous energy into focus through events, conversations, moods, decisions, or timing connected to structure, limits, responsibility, time, and consequence.",Forcing a decision just to end the discomfort.,Define the next responsibility and make it manageable.,"Something connected to language, information, decisions, and nervous energy may be easier to notice now because structure, limits, responsibility, time, and consequence is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/saturn_mercury_square.json
You,transits/natal,saturn_mercury_trine,Transiting Saturn Trine Natal Mercury,voiceNeutral: true,"A current movement of structure, limits, responsibility, time, and consequence contacts the natal pattern of language, information, decisions, and nervous energy through a flow aspect.","This may temporarily bring language, information, decisions, and nervous energy into focus through events, conversations, moods, decisions, or timing connected to structure, limits, responsibility, time, and consequence.",Letting the ease pass unused because nothing feels urgent.,Define the next responsibility and make it manageable.,"Something connected to language, information, decisions, and nervous energy may be easier to notice now because structure, limits, responsibility, time, and consequence is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/saturn_mercury_trine.json
You,transits/natal,saturn_moon_conjunction,Transiting Saturn Conjunction Natal Moon,voiceNeutral: true,"A current movement of structure, limits, responsibility, time, and consequence contacts the natal pattern of emotion, instinct, needs, and daily rhythm through a fusion aspect.","This may temporarily bring emotion, instinct, needs, and daily rhythm into focus through events, conversations, moods, decisions, or timing connected to structure, limits, responsibility, time, and consequence.",Acting from the intensity before identifying the separate parts.,Define the next responsibility and make it manageable.,"Something connected to emotion, instinct, needs, and daily rhythm may be easier to notice now because structure, limits, responsibility, time, and consequence is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/saturn_moon_conjunction.json
You,transits/natal,saturn_moon_opposition,Transiting Saturn Opposition Natal Moon,voiceNeutral: true,"A current movement of structure, limits, responsibility, time, and consequence contacts the natal pattern of emotion, instinct, needs, and daily rhythm through a polarity aspect.","This may temporarily bring emotion, instinct, needs, and daily rhythm into focus through events, conversations, moods, decisions, or timing connected to structure, limits, responsibility, time, and consequence.",Turning tension into a standoff instead of a clearer understanding.,Define the next responsibility and make it manageable.,"Something connected to emotion, instinct, needs, and daily rhythm may be easier to notice now because structure, limits, responsibility, time, and consequence is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/saturn_moon_opposition.json
You,transits/natal,saturn_moon_sextile,Transiting Saturn Sextile Natal Moon,voiceNeutral: true,"A current movement of structure, limits, responsibility, time, and consequence contacts the natal pattern of emotion, instinct, needs, and daily rhythm through a opening aspect.","This may temporarily bring emotion, instinct, needs, and daily rhythm into focus through events, conversations, moods, decisions, or timing connected to structure, limits, responsibility, time, and consequence.",Coasting on the good idea without turning it into anything concrete.,Define the next responsibility and make it manageable.,"Something connected to emotion, instinct, needs, and daily rhythm may be easier to notice now because structure, limits, responsibility, time, and consequence is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/saturn_moon_sextile.json
